Season,Team,G,Age,W,L,PW,PL,Pace,FTr,3PAr,OFF_eFG%,DEF_eFG%,OFF_TOV%,DEF_TOV%,ORB%,DRB%,OFF_FT/FGA,DEF_FT/FGA,pyth_diff
2026,Denver Nuggets,82,27.8,54,28.0,53,29,98.4,0.294,0.408,0.577,0.543,11.5,10.4,23.6,75.3,0.237,0.196,1
2026,Miami Heat,82,26.2,43,39.0,47,35,103.4,0.268,0.406,0.542,0.54,11.6,12.8,25.4,74.9,0.212,0.193,-4
2026,San Antonio Spurs,82,25.4,62,20.0,60,22,99.9,0.274,0.422,0.559,0.522,11.8,11.5,26.2,77.3,0.215,0.18,2
2026,Cleveland Cavaliers,82,27.2,52,30.0,51,31,99.9,0.265,0.442,0.561,0.543,12.2,13.1,26.9,74.4,0.206,0.209,1
2026,Oklahoma City Thunder,82,25.2,64,18.0,65,17,99.3,0.261,0.426,0.561,0.519,11.2,14.6,22.3,74.4,0.213,0.184,-1
2026,Atlanta Hawks,82,25.2,46,36.0,47,35,101.7,0.234,0.429,0.554,0.546,12.3,13.9,24.4,74.5,0.181,0.206,-1
2026,Minnesota Timberwolves,82,27.9,49,33.0,49,33,100.5,0.285,0.42,0.559,0.529,12.9,13.0,25.7,73.7,0.215,0.22,0
2026,Detroit Pistons,82,26.1,60,22.0,60,22,99.3,0.292,0.345,0.546,0.517,13.0,14.8,30.9,74.2,0.223,0.251,0
2026,Utah Jazz,82,24.1,22,60.0,23,59,102.3,0.277,0.402,0.536,0.578,13.2,12.4,26.2,72.9,0.218,0.227,-1
2026,New York Knicks,82,28.1,53,29.0,56,26,96.8,0.238,0.428,0.557,0.541,12.1,13.1,29.3,76.7,0.188,0.206,-3
2026,Chicago Bulls,82,25.3,31,51.0,29,53,102.5,0.246,0.443,0.547,0.553,13.3,11.1,23.1,75.5,0.191,0.19,2
2026,Los Angeles Lakers,82,28.0,53,29.0,45,37,98.3,0.32,0.394,0.573,0.555,13.2,13.0,23.9,74.3,0.244,0.191,8
2026,Charlotte Hornets,82,24.0,44,38.0,53,29,96.8,0.244,0.487,0.552,0.54,13.5,11.6,30.5,76.6,0.2,0.186,-9
2026,Philadelphia 76ers,82,25.5,45,37.0,41,41,99.4,0.275,0.391,0.53,0.541,11.9,13.3,26.2,72.5,0.222,0.212,4
2026,Orlando Magic,82,24.7,45,37.0,43,39,100.0,0.311,0.386,0.531,0.545,12.4,13.1,25.0,75.6,0.249,0.223,2
2026,New Orleans Pelicans,82,24.1,26,56.0,30,52,100.3,0.284,0.355,0.527,0.555,12.2,12.4,27.0,71.4,0.222,0.199,-4
2026,Portland Trail Blazers,82,25.2,42,40.0,40,42,100.5,0.28,0.469,0.534,0.541,14.6,13.5,31.3,72.7,0.214,0.215,2
2026,Houston Rockets,82,26.5,52,30.0,54,28,96.1,0.26,0.35,0.542,0.53,13.3,12.1,34.8,74.5,0.199,0.189,-2
2026,Boston Celtics,82,26.9,56,26.0,59,23,94.8,0.207,0.467,0.553,0.523,11.2,11.4,29.2,75.7,0.167,0.189,-3
2026,Memphis Grizzlies,82,24.6,25,57.0,27,55,101.3,0.251,0.436,0.533,0.562,13.0,13.3,24.7,70.9,0.199,0.203,-2
2026,Golden State Warriors,82,28.6,37,45.0,40,42,99.0,0.238,0.497,0.549,0.553,13.8,14.0,25.8,72.9,0.192,0.198,-3
2026,Toronto Raptors,82,24.8,46,36.0,48,34,98.4,0.265,0.363,0.546,0.54,12.2,14.3,25.5,74.0,0.204,0.222,-2
2026,Dallas Mavericks,82,26.2,26,56.0,28,54,101.7,0.287,0.355,0.527,0.546,12.6,11.4,23.2,74.1,0.217,0.183,-2
2026,Los Angeles Clippers,82,30.0,42,40.0,44,38,96.5,0.295,0.404,0.559,0.545,13.2,12.9,23.7,72.9,0.243,0.197,-2
2026,Washington Wizards,82,23.5,17,65.0,16,66,101.4,0.235,0.403,0.535,0.563,13.6,11.7,24.1,70.2,0.18,0.232,1
2026,Phoenix Suns,82,26.8,45,37.0,45,37,97.2,0.225,0.453,0.537,0.541,12.8,14.5,28.9,71.9,0.176,0.217,0
2026,Indiana Pacers,82,26.1,19,63.0,23,59,101.0,0.252,0.422,0.533,0.556,12.8,11.7,21.7,74.1,0.196,0.218,-4
2026,Sacramento Kings,82,28.3,22,60.0,19,63,99.2,0.256,0.339,0.525,0.572,12.6,12.3,25.9,73.5,0.198,0.216,3
2026,Milwaukee Bucks,82,27.1,32,50.0,26,56,97.6,0.223,0.457,0.565,0.558,13.9,11.7,21.1,74.1,0.163,0.215,6
2026,Brooklyn Nets,82,23.5,20,62.0,18,64,97.1,0.272,0.455,0.52,0.571,14.3,13.2,23.6,74.0,0.212,0.225,2
